%time,field.data
626920000000,-0.0418277978897
626960000000,-0.0439592599869
626960000000,-0.0496308803558
627010000000,-0.0566523075104
627010000000,-0.0644242763519
627050000000,-0.0666626691818
627050000000,-0.0727492570877
627090000000,-0.0762085914612
627090000000,-0.0810525417328
627140000000,-0.0868734121323
627140000000,-0.0915460586548
627180000000,-0.0981305837631
627180000000,-0.103787064552
627180000000,-0.109014630318
627230000000,-0.118570208549
627230000000,-0.122783780098
627240000000,-0.127943515778
627260000000,-0.135806798935
627300000000,-0.143490552902
627300000000,-0.14965069294
627340000000,-0.152597665787
627340000000,-0.159225583076
627390000000,-0.169821739197
627390000000,-0.174872517586
627430000000,-0.18118083477
627430000000,-0.190379977226
627480000000,-0.195196151733
627480000000,-0.201866865158
627520000000,-0.20626103878
627520000000,-0.209554314613
627520000000,-0.214447855949
627570000000,-0.217018485069
627570000000,-0.221608042717
627580000000,-0.226519346237
627600000000,-0.228780388832
627640000000,-0.234106302261
627640000000,-0.23904800415
627690000000,-0.240786671638
627690000000,-0.245947122574
627730000000,-0.251356482506
627730000000,-0.256122469902
627780000000,-0.261970639229
627780000000,-0.265568852425
627820000000,-0.27009832859
627820000000,-0.274968147278
627860000000,-0.280604600906
627860000000,-0.284658789635
627860000000,-0.28699028492
627910000000,-0.292828202248
627910000000,-0.29606795311
627920000000,-0.30030310154
627940000000,-0.305151581764
627980000000,-0.305972218513
627980000000,-0.31164252758
628030000000,-0.317935109138
628030000000,-0.319091677666
628070000000,-0.323617219925
628070000000,-0.326257109642
628120000000,-0.328341722488
628120000000,-0.333193778992
628160000000,-0.335088372231
628160000000,-0.338080048561
628200000000,-0.340820670128
628200000000,-0.342930674553
628200000000,-0.343502998352
628250000000,-0.348623752594
628250000000,-0.348924517632
628260000000,-0.350581645966
628280000000,-0.353952884674
628320000000,-0.356369614601
628320000000,-0.359783530235
628370000000,-0.361236453056
628370000000,-0.359972596169
628420000000,-0.363605260849
628420000000,-0.365297198296
628460000000,-0.368432998657
628460000000,-0.369343280792
628460000000,-0.368706941605
628500000000,-0.370179414749
628500000000,-0.377369642258
628530000000,-0.37570643425
628540000000,-0.378104805946
628580000000,-0.384507894516
628580000000,-0.381909966469
628620000000,-0.385330438614
628620000000,-0.39058816433
628670000000,-0.392977833748
628670000000,-0.38986325264
628710000000,-0.396695256233
628710000000,-0.395926952362
628760000000,-0.401717066765
628760000000,-0.399947047234
628760000000,-0.407122254372
628800000000,-0.409721970558
628800000000,-0.411060929298
628820000000,-0.41491663456
628840000000,-0.416446208954
628880000000,-0.417691230774
628930000000,-0.418606162071
628930000000,-0.425208210945
628930000000,-0.424722075462
628980000000,-0.429413676262
628980000000,-0.428853750229
628980000000,-0.43367266655
629000000000,-0.43740940094
629040000000,-0.439167618752
629040000000,-0.441919803619
629090000000,-0.443895697594
629090000000,-0.445368885994
